Program Name,Cost
program_a7-c21-01,613539100.0
program_a17-c26-07,415103420.0
program_a14-c10-08,529897800.0
program_a4-c2-02,831193860.0
program_a14-c17-01,859846140.0
program_a4-c10-07,527850080.0
program_a23-c19-04,451144670.0
program_a10-c22-04,516453900.0
program_a12-c5-03,728140800.0
program_a18-c14-03,582374140.0
program_a8-c13-05,589094000.0
program_a7-c26-08,405714530.0
program_a23-c17-01,598492160.0
program_a14-c19-04,649333700.0
program_a17-c28-02,454069570.0
program_a24-c13-02,671474200.0
program_a20-c26-07,424830050.0
program_a23-c10-08,401722140.0
program_a22-c16-05,464266560.0
program_a13-c3-01,676952800.0
program_a6-c29-09,394127360.0
program_a21-c27-03,449779400.0
program_a16-c29-06,437953760.0
program_a13-c4-08,470829950.0
program_a5-c3-09,473270100.0
program_a16-c8-07,562102500.0
program_a15-c30-01,547091840.0
program_a20-c3-07,722660100.0
program_a18-c32-07,373968860.0
program_a1-c7-01,646486800.0
program_a8-c4-03,761874600.0
program_a14-c31-05,419255870.0
program_a17-c7-09,413869900.0
program_a8-c32-08,366495780.0
program_a21-c5-05,529541760.0
program_a23-c31-05,422233630.0
program_a1-c9-04,577219840.0
program_a9-c5-08,485944960.0
program_a9-c2-01,632664500.0
program_a22-c30-01,701185700.0
program_a16-c6-02,773027650.0
program_a21-c5-08,485956220.0
program_a17-c9-01,610299650.0
program_a23-c31-08,439149570.0
program_a1-c9-09,507906340.0
program_a21-c2-01,631899800.0
program_a24-c32-02,527138240.0
program_a9-c5-05,529764300.0
program_a20-c4-03,759977800.0
program_a5-c30-03,416569820.0
program_a14-c31-08,369556200.0
program_a13-c32-02,445309120.0
program_a8-c32-05,383056400.0
program_a8-c3-07,724375360.0
program_a4-c31-07,374894240.0
program_a17-c7-04,482393120.0
program_a14-c19-09,462817440.0
program_a24-c7-02,709755000.0
program_a24-c14-06,449975740.0
program_a20-c21-03,667768400.0
program_a23-c10-05,432343040.0
program_a4-c19-06,529727420.0
program_a22-c16-08,402534050.0
program_a21-c20-07,384888640.0
program_a6-c29-04,489888830.0
program_a5-c18-02,539528600.0
program_a5-c3-04,554371650.0
program_a13-c4-05,519452500.0
program_a22-c11-01,771880500.0
program_a6-c20-08,390117150.0
program_a1-c23-02,523777120.0
program_a9-c15-05,402513900.0
program_a11-c24-04,396181280.0
program_a19-c12-03,467098900.0
program_a5-c16-07,392675870.0
program_a15-c11-01,606327500.0
program_a15-c16-08,387335260.0
program_a16-c20-07,430631970.0
program_a6-c27-01,721651840.0
program_a12-c15-02,630580540.0
program_a2-c12-04,597029200.0
program_a3-c14-09,387234430.0
program_a4-c5-06,713654800.0
program_a4-c17-03,751945200.0
program_a14-c10-05,623892740.0
program_a8-c14-01,785564740.0
program_a12-c2-07,685435500.0
program_a18-c13-07,498634430.0
program_a23-c19-09,399227500.0
program_a10-c22-09,370439460.0
program_a8-c13-08,514360800.0
program_a13-c14-06,389139500.0
program_a24-c9-07,605067300.0
program_a17-c21-03,485517500.0
program_a7-c26-05,415361250.0
program_a15-c29-05,422797980.0
program_a15-c8-02,535929200.0
program_a22-c20-09,381955870.0
program_a23-c3-02,584626700.0
program_a21-c16-06,391670800.0
program_a16-c18-03,679777860.0
program_a7-c19-08,392616700.0
program_a23-c26-04,428083170.0
program_a2-c7-04,722476160.0
program_a14-c28-01,770454600.0
program_a24-c22-07,390583700.0
program_a17-c19-07,401086900.0
program_a20-c17-02,793254800.0
program_a8-c25-09,526534800.0
program_a10-c14-08,423093020.0
program_a14-c9-09,648621000.0
program_a3-c25-01,601566600.0
program_a13-c22-07,380558000.0
program_a20-c19-07,508749220.0
program_a7-c10-04,481259740.0
program_a17-c17-02,585338430.0
program_a22-c2-09,684856300.0
program_a3-c22-08,388901250.0
program_a14-c26-04,550919550.0
program_a4-c21-02,721132500.0
program_a18-c25-06,535167140.0
program_a10-c13-01,769351500.0
program_a2-c9-01,862564900.0
program_a23-c28-01,523309570.0
program_a15-c20-09,379186750.0
program_a16-c16-06,443018430.0
program_a21-c18-03,504909100.0
program_a2-c24-05,457698180.0
program_a12-c23-03,551473150.0
program_a6-c16-09,385666780.0
program_a22-c29-05,460724860.0
program_a19-c24-02,478194600.0
program_a11-c12-05,401537820.0
program_a9-c23-04,411582900.0
program_a1-c15-03,466751970.0
program_a15-c6-07,439370620.0
program_a5-c20-06,386412100.0
program_a21-c30-02,456713920.0
program_a20-c31-06,388914530.0
program_a7-c2-07,548612160.0
program_a11-c5-06,498107170.0
program_a18-c6-04,657407900.0
program_a7-c31-09,420566430.0
program_a18-c8-01,764635260.0
program_a17-c31-06,420741760.0
program_a6-c4-05,655698600.0
program_a10-c3-04,750278900.0
program_a16-c30-02,601916160.0
program_a2-c28-05,426816320.0
program_a21-c14-03,447123550.0
program_a1-c19-03,528134430.0
program_a19-c28-02,473819780.0
program_a22-c25-05,563762240.0
program_a14-c5-09,689716900.0
program_a2-c2-08,768036500.0
program_a23-c23-08,406583800.0
program_a10-c18-08,483370020.0
program_a8-c29-09,401456700.0
program_a24-c20-02,637751040.0
program_a20-c15-07,467606800.0
program_a3-c29-01,570651970.0
program_a2-c5-01,878270300.0
program_a23-c24-01,527628960.0
program_a18-c29-06,425419550.0
program_a7-c15-08,386353500.0
program_a4-c23-07,406485100.0
program_a14-c24-01,786001860.0
program_a8-c20-05,518663520.0
program_a10-c11-04,602274200.0
program_a18-c27-03,547482000.0
program_a14-c23-08,402653020.0
program_a22-c7-05,628156000.0
program_a13-c20-02,536421980.0
program_a3-c27-04,425238500.0
program_a17-c15-07,395701120.0
program_a7-c12-01,594735900.0
program_a2-c21-09,468105060.0
program_a3-c3-03,597121600.0
program_a1-c17-06,563558200.0
program_a9-c21-01,588524700.0
program_a19-c26-07,406043900.0
program_a15-c4-02,582941760.0
program_a5-c22-03,437125470.0
program_a15-c25-05,485291780.0
program_a11-c17-09,503534270.0
program_a9-c26-08,415543580.0
program_a16-c14-03,609072700.0
program_a6-c13-05,551685600.0
program_a12-c21-06,488094530.0
program_a6-c8-05,581109100.0
program_a21-c32-07,425955740.0
program_a18-c4-01,793443200.0
program_a11-c7-03,502994560.0
program_a18-c3-08,662342000.0
program_a10-c30-09,377435700.0
program_a11-c9-06,499933540.0
program_a10-c6-08,570980100.0
program_a16-c32-07,367616800.0
program_a6-c32-08,375904350.0
program_a1-c31-02,476137380.0
program_a10-c1-01,841551940.0
program_a19-c2-03,615661630.0
program_a24-c30-07,382479650.0
program_a22-c32-09,378892350.0
program_a20-c8-03,688277060.0
program_a16-c3-03,797329500.0
program_a5-c32-06,420148200.0
program_a9-c9-05,525739260.0
program_a9-c31-04,411024420.0
program_a15-c32-09,427513540.0
program_a20-c6-06,635715100.0
program_a12-c31-03,478033120.0
program_a21-c9-08,492932220.0
program_a3-c30-08,418947620.0
program_a17-c5-01,617505150.0
program_a17-c2-08,508993570.0
program_a1-c5-09,502619400.0
program_a13-c30-07,403795460.0
program_a3-c18-09,389319360.0
program_a8-c18-01,812538560.0
program_a4-c9-06,670136200.0
program_a23-c15-09,404487170.0
program_a24-c5-07,639120060.0
program_a24-c16-03,532302240.0
program_a13-c18-06,438060500.0
program_a20-c23-06,451071360.0
program_a5-c1-01,649779000.0
program_a22-c13-04,597197440.0
program_a11-c28-04,410051800.0
program_a9-c19-05,433359460.0
program_a5-c6-08,418780800.0
program_a21-c22-02,494662050.0
program_a12-c19-02,676251300.0
program_a9-c10-09,394101400.0
program_a11-c21-08,413391500.0
program_a6-c25-04,584448000.0
program_a16-c22-02,675419100.0
program_a2-c10-01,842416640.0
program_a12-c17-07,615766600.0
program_a2-c17-08,680872000.0
program_a19-c10-06,428052380.0
program_a11-c26-01,545756600.0
program_a1-c21-07,414080450.0
program_a13-c8-05,455619420.0
program_a15-c13-04,466193470.0
program_a5-c14-02,489433300.0
program_a14-c15-09,441913820.0
program_a3-c11-05,434967420.0
program_a13-c16-03,433206270.0
program_a24-c18-06,516474020.0
program_a17-c23-06,396044600.0
program_a7-c23-09,389034850.0
program_a4-c7-03,723545900.0
program_a4-c15-06,477398000.0
program_a18-c11-02,699657900.0
program_a10-c27-05,453427170.0
program_a8-c16-04,525542820.0
program_a17-c23-07,397009470.0
program_a7-c24-01,567114300.0
program_a24-c18-07,489177180.0
program_a13-c16-02,492718400.0
program_a3-c11-04,463870940.0
program_a14-c15-08,457764960.0
program_a8-c16-05,486774940.0
program_a18-c11-03,641569600.0
program_a10-c27-04,499292580.0
program_a4-c15-07,452476700.0
program_a14-c12-01,816892500.0
program_a4-c7-02,768903300.0
program_a7-c23-08,387347520.0
program_a12-c17-06,630308160.0
program_a16-c22-03,594131900.0
program_a6-c25-05,556107260.0
program_a11-c21-09,412728500.0
program_a9-c10-08,398930020.0
program_a5-c14-03,441035870.0
program_a15-c13-05,441318660.0
program_a13-c8-04,479780670.0
program_a9-c17-01,619491700.0
program_a1-c21-06,429339700.0
program_a19-c10-07,411157300.0
program_a2-c17-09,666637500.0
program_a9-c19-04,461041000.0
program_a11-c28-05,413409920.0
program_a13-c6-01,648027300.0
program_a22-c13-05,560466000.0
program_a12-c19-03,620213500.0
program_a21-c22-03,442813760.0
program_a5-c6-09,411012380.0
program_a4-c9-07,649978200.0
program_a23-c12-01,552381100.0
program_a10-c29-01,724661060.0
program_a3-c18-08,397105900.0
program_a20-c23-07,419465020.0
program_a13-c18-07,417033300.0
program_a24-c16-02,599214600.0
program_a24-c5-06,657664000.0
program_a23-c15-08,403014750.0
program_a1-c2-01,681896450.0
program_a8-c30-01,739297500.0
program_a3-c30-09,423174180.0
program_a21-c9-09,485689100.0
program_a13-c30-06,399866300.0
program_a1-c5-08,515304640.0
program_a17-c2-09,497937660.0
program_a9-c31-05,413487200.0
program_a9-c9-04,541899000.0
program_a5-c32-07,426570850.0
program_a12-c31-02,558650800.0
program_a20-c6-07,611723260.0
program_a15-c32-08,422982080.0
program_a20-c8-02,744191000.0
program_a22-c32-08,376011840.0
program_a16-c3-02,820283000.0
program_a9-c7-01,600669950.0
program_a24-c30-06,384643700.0
program_a16-c32-06,368881500.0
program_a10-c6-09,558299100.0
program_a19-c2-02,636613000.0
program_a1-c31-03,422426340.0
program_a6-c6-01,788990900.0
program_a6-c32-09,379064350.0
program_a10-c30-08,376269600.0
program_a11-c9-07,490246940.0
program_a11-c7-02,537650800.0
program_a18-c3-09,645801860.0
program_a6-c8-04,609022100.0
program_a21-c32-06,419612500.0
program_a15-c25-04,499498850.0
program_a5-c22-02,487928220.0
program_a15-c4-03,548729660.0
program_a11-c10-01,574837300.0
program_a19-c26-06,408243870.0
program_a1-c17-07,553506700.0
program_a3-c3-02,621407000.0
program_a2-c21-08,490316500.0
program_a2-c26-01,798009600.0
program_a12-c21-07,461209540.0
program_a6-c13-04,588826240.0
program_a16-c14-02,683703940.0
program_a9-c26-09,418188160.0
program_a11-c17-08,507720480.0
program_a10-c11-05,561390850.0
program_a18-c27-02,622494200.0
program_a8-c20-04,566576000.0
program_a4-c23-06,436555300.0
program_a7-c15-09,386175170.0
program_a17-c15-06,396806140.0
program_a3-c27-05,413198180.0
program_a13-c20-03,475577150.0
program_a22-c7-04,658951300.0
program_a14-c23-09,384723230.0
program_a22-c9-01,796430500.0
program_a20-c15-06,491763500.0
program_a24-c20-03,571580000.0
program_a8-c29-08,411639900.0
program_a10-c18-09,461157660.0
program_a23-c23-09,409559740.0
program_a2-c2-09,752854460.0
program_a14-c5-08,709529500.0
program_a14-c2-01,883992600.0
program_a18-c29-07,409217500.0
program_a21-c14-02,496383580.0
program_a2-c28-04,480365540.0
program_a22-c25-04,592108600.0
program_a19-c28-03,421915400.0
program_a1-c19-02,578218800.0
program_a10-c3-05,728740350.0
program_a6-c4-04,684137540.0
program_a16-c30-03,510514430.0
program_a7-c31-08,416636900.0
program_a17-c31-07,426177100.0
program_a20-c31-07,377777380.0
program_a18-c6-05,625796100.0
program_a11-c5-07,484573980.0
program_a7-c2-06,563221250.0
program_a21-c30-03,419454820.0
program_a12-c23-02,622307260.0
program_a2-c24-04,510841400.0
program_a21-c18-02,545797300.0
program_a16-c16-07,421293570.0
program_a6-c11-01,767428860.0
program_a15-c20-08,378534530.0
program_a5-c20-07,384337820.0
program_a15-c27-01,573592600.0
program_a15-c6-06,454788540.0
program_a9-c23-05,398755460.0
program_a1-c15-02,525618780.0
program_a19-c24-03,419987780.0
program_a11-c12-04,414731200.0
program_a22-c29-04,499566720.0
program_a6-c16-08,394058800.0
program_a17-c17-03,564667650.0
program_a7-c10-05,451063070.0
program_a20-c19-06,542707140.0
program_a22-c5-01,811709300.0
program_a13-c22-06,384426200.0
program_a14-c9-08,665603800.0
program_a10-c14-09,408987330.0
program_a8-c25-08,536096300.0
program_a8-c22-01,782728100.0
program_a18-c25-07,520129150.0
program_a4-c21-03,656224100.0
program_a14-c26-05,501972700.0
program_a3-c22-09,391073000.0
program_a22-c2-08,699519200.0
program_a2-c7-05,685831000.0
program_a23-c26-05,420850300.0
program_a7-c19-09,386858720.0
program_a20-c17-03,760720450.0
program_a17-c19-06,411472300.0
program_a24-c22-06,413522530.0
program_a22-c27-01,727490400.0
program_a15-c8-03,492675870.0
program_a15-c29-04,432969700.0
program_a16-c18-02,737928800.0
program_a21-c16-07,392752640.0
program_a23-c3-03,563096600.0
program_a22-c20-08,398783500.0
program_a12-c2-06,701442750.0
program_a10-c25-01,755437100.0
program_a18-c13-06,521930050.0
program_a14-c10-04,669410100.0
program_a4-c17-02,785416600.0
program_a4-c5-07,692109630.0
program_a3-c14-08,386813500.0
program_a7-c26-04,433099900.0
program_a24-c9-06,621908400.0
program_a17-c21-02,527405730.0
program_a3-c13-01,603075300.0
program_a13-c14-07,382683260.0
program_a8-c13-09,499240600.0
program_a10-c22-08,381065800.0
program_a23-c19-08,400427200.0
program_a5-c16-06,391214750.0
program_a11-c24-05,395103260.0
program_a19-c12-02,522224830.0
program_a1-c23-03,461504960.0
program_a9-c15-04,416800860.0
program_a6-c20-09,374899940.0
program_a2-c12-05,549673100.0
program_a12-c15-03,566328900.0
program_a16-c20-06,464158140.0
program_a15-c16-09,389015600.0
program_a6-c29-05,451271700.0
program_a21-c20-06,387750560.0
program_a22-c16-09,393177630.0
program_a13-c4-04,543635400.0
program_a5-c18-03,498430100.0
program_a5-c3-05,534821060.0
program_a20-c21-02,731469500.0
program_a24-c14-07,427051870.0
program_a7-c28-01,561280960.0
program_a24-c7-03,667439740.0
program_a14-c19-08,491448830.0
program_a4-c19-07,494776060.0
program_a23-c10-04,455265470.0
program_a13-c32-03,400118600.0
program_a14-c31-09,367347360.0
program_a17-c7-05,460131700.0
program_a4-c31-06,382912300.0
program_a8-c3-06,744409900.0
program_a8-c32-04,417664800.0
program_a20-c4-02,795998300.0
program_a5-c30-02,450917150.0
program_a9-c5-04,549055800.0
program_a21-c5-09,475242620.0
program_a24-c32-03,442184600.0
program_a1-c9-08,517142140.0
program_a23-c31-09,443525150.0
program_a9-c5-06,512997120.0
program_a21-c2-02,610420900.0
program_a24-c32-01,649091500.0
program_a17-c9-02,579412030.0
program_a8-c32-06,369704540.0
program_a8-c3-04,786776060.0
program_a17-c7-07,430520670.0
program_a4-c31-04,443819230.0
program_a18-c32-09,379991260.0
program_a13-c32-01,548071600.0
program_a20-c3-09,685854300.0
program_a16-c8-09,541563200.0
program_a16-c29-08,404070240.0
program_a5-c3-07,500757950.0
program_a5-c18-01,589572900.0
program_a22-c11-02,707509200.0
program_a13-c4-06,499839200.0
program_a21-c20-04,415916830.0
program_a6-c29-07,408698750.0
program_a20-c26-09,389890560.0
program_a23-c10-06,416850560.0
program_a4-c19-05,569307200.0
program_a7-c28-03,421481950.0
program_a24-c7-01,758361860.0
program_a24-c14-05,480257340.0
program_a4-c10-09,483718800.0
program_a3-c13-03,500260130.0
program_a13-c14-05,402470880.0
program_a7-c26-06,407509340.0
program_a24-c9-04,666085000.0
program_a17-c26-09,420353400.0
program_a4-c5-05,736771100.0
program_a14-c10-06,585986900.0
program_a18-c13-04,588037500.0
program_a10-c25-03,631948350.0
program_a12-c2-04,736223400.0
program_a8-c14-02,698085500.0
program_a1-c24-08,378195550.0
program_a19-c15-09,387006820.0
program_a6-c27-02,623457500.0
program_a16-c20-04,553239740.0
program_a2-c12-07,484563940.0
program_a12-c15-01,714704500.0
program_a12-c12-08,416682460.0
program_a21-c29-08,428907740.0
program_a11-c24-07,402017900.0
program_a9-c15-06,396574700.0
program_a1-c23-01,605781950.0
program_a15-c11-02,549170800.0
program_a5-c16-04,396935900.0
program_a24-c22-04,495896740.0
program_a17-c19-04,455261950.0
program_a20-c17-01,830751360.0
program_a20-c10-08,516980960.0
program_a23-c26-07,421871460.0
program_a2-c7-07,629501600.0
program_a14-c28-02,647158500.0
program_a3-c8-09,401290000.0
program_a5-c29-09,431740960.0
program_a21-c16-05,392710340.0
program_a23-c3-01,607820540.0
program_a23-c4-08,438312800.0
program_a15-c29-06,419763520.0
program_a15-c8-01,595723650.0
program_a22-c27-03,556909300.0
program_a12-c24-09,363823900.0
program_a22-c29-06,433359840.0
program_a9-c23-07,395368160.0
program_a11-c12-06,396653630.0
program_a19-c24-01,566602940.0
program_a15-c6-04,499717400.0
program_a5-c20-05,393749020.0
program_a15-c27-03,453351100.0
program_a19-c23-08,388199520.0
program_a1-c12-09,376351140.0
program_a16-c16-05,472604580.0
program_a6-c11-03,642688600.0
program_a2-c24-06,416924500.0
program_a17-c10-08,397850980.0
program_a4-c21-01,793576450.0
program_a14-c26-07,431842700.0
program_a8-c22-03,608287040.0
program_a10-c13-02,702481660.0
program_a18-c25-05,555684160.0
program_a2-c9-02,824311230.0
program_a23-c28-02,450489820.0
program_a4-c26-08,394914940.0
program_a13-c22-04,420131300.0
program_a22-c5-03,758049900.0
program_a3-c25-02,552667840.0
program_a20-c19-04,626592400.0
program_a17-c17-01,612713800.0
program_a7-c10-07,410707460.0
program_a7-c2-04,597074200.0
program_a18-c6-07,580525700.0
program_a11-c5-05,513816600.0
program_a20-c31-05,413330430.0
program_a19-c9-09,499403140.0
program_a21-c30-01,535352200.0
program_a16-c30-01,725608800.0
program_a6-c4-06,632054660.0
program_a10-c3-07,688802000.0
program_a17-c31-05,415240400.0
program_a18-c8-02,699749250.0
program_a24-c27-08,389144580.0
program_a2-c5-02,852152000.0
program_a23-c24-02,451123740.0
program_a18-c29-05,451418700.0
program_a14-c2-03,848246500.0
program_a24-c20-01,719721900.0
program_a20-c15-04,563330900.0
program_a3-c29-02,499833500.0
program_a22-c9-03,724216700.0
program_a12-c28-09,381161120.0
program_a21-c13-09,404804580.0
program_a19-c28-01,560824770.0
program_a22-c25-06,543051100.0
program_a2-c28-06,391833500.0
program_a15-c3-08,502140000.0
program_a5-c25-09,458096700.0
program_a3-c4-09,444394980.0
program_a6-c13-06,522312450.0
program_a2-c26-03,615624400.0
program_a12-c21-05,520654180.0
program_a23-c8-08,403358660.0
program_a16-c13-09,484181400.0
program_a19-c26-04,433531140.0
program_a11-c10-03,486294900.0
program_a9-c21-02,534288930.0
program_a1-c17-05,575992300.0
program_a15-c4-01,624728500.0
program_a15-c25-06,475550140.0
program_a18-c20-09,375365020.0
program_a3-c27-07,411492320.0
program_a22-c7-06,603828200.0
program_a13-c20-01,613094460.0
program_a7-c12-02,522501200.0
program_a17-c15-04,413724830.0
program_a13-c27-08,405126560.0
program_a14-c24-02,671226300.0
program_a4-c23-04,528020500.0
program_a10-c11-07,497823300.0
program_a8-c20-06,478990750.0
program_a7-c7-08,437081250.0
program_a18-c4-02,752993900.0
program_a21-c32-04,405811260.0
program_a6-c8-06,561386000.0
program_a6-c6-03,697099970.0
program_a1-c31-01,570508700.0
program_a19-c5-09,491992670.0
program_a16-c32-04,406623600.0
program_a11-c9-05,511875360.0
program_a9-c7-03,518289440.0
program_a16-c4-09,604338300.0
program_a24-c30-04,424371070.0
program_a8-c6-08,593624800.0
program_a13-c30-04,401693730.0
program_a8-c30-03,525076320.0
program_a8-c1-01,875537540.0
program_a1-c2-03,635989440.0
program_a17-c5-02,589085500.0
program_a19-c31-08,417560900.0
program_a20-c6-05,665302140.0
program_a5-c32-05,412847780.0
program_a9-c31-07,423805300.0
program_a9-c9-06,512510980.0
program_a19-c19-09,387584580.0
program_a1-c28-08,401879040.0
program_a21-c22-01,565940540.0
program_a12-c19-01,741343550.0
program_a21-c25-08,464242020.0
program_a13-c6-03,555280700.0
program_a22-c13-07,508824500.0
program_a9-c19-06,414094560.0
program_a11-c28-07,425512130.0
program_a24-c5-04,701587260.0
program_a13-c18-05,464739300.0
program_a20-c23-05,491495040.0
program_a24-c11-09,435386000.0
program_a8-c18-02,751028700.0
program_a10-c29-03,553145300.0
program_a23-c12-03,442703700.0
program_a4-c9-05,693430800.0
program_a13-c11-09,388451780.0
program_a4-c15-05,509418850.0
program_a14-c12-03,657313000.0
program_a8-c16-07,435308640.0
program_a10-c27-06,419876960.0
program_a18-c11-01,765661440.0
program_a18-c16-08,394428500.0
program_a12-c7-08,555678600.0
program_a3-c11-06,414995070.0
program_a24-c18-05,547794940.0
program_a17-c23-05,398556030.0
program_a7-c24-03,419652350.0
program_a16-c25-08,525310140.0
program_a1-c21-04,481673470.0
program_a9-c17-03,571070200.0
program_a11-c26-02,485191600.0
program_a19-c10-05,451227360.0
program_a13-c8-06,438191940.0
program_a5-c14-01,559284200.0
program_a15-c13-07,412434240.0
program_a5-c13-08,405919800.0
program_a16-c22-01,770165060.0
program_a6-c25-07,520276930.0
program_a12-c17-04,669780800.0
program_a2-c10-02,781405000.0
program_a15-c13-06,423963650.0
program_a13-c8-07,425539300.0
program_a11-c26-03,447118820.0
program_a19-c10-04,481245150.0
program_a1-c21-05,451447260.0
program_a9-c17-02,591978800.0
program_a16-c25-09,515988400.0
program_a2-c10-03,723618560.0
program_a12-c17-05,648075200.0
program_a6-c25-06,535433150.0
program_a5-c13-09,403110270.0
program_a10-c27-07,398725570.0
program_a8-c16-06,457553540.0
program_a14-c12-02,732899800.0
program_a4-c15-04,551061900.0
program_a4-c7-01,817995100.0
program_a13-c11-08,394854980.0
program_a7-c24-02,478225920.0
program_a17-c23-04,409294620.0
program_a24-c18-04,584794100.0
program_a3-c11-07,402489630.0
program_a13-c16-01,583085440.0
program_a18-c16-09,386123200.0
program_a12-c7-09,545939300.0
program_a20-c23-04,541175900.0
program_a13-c18-04,497388380.0
program_a24-c16-01,694190700.0
program_a24-c5-05,678516400.0
program_a4-c9-04,720186200.0
program_a23-c12-02,488690000.0
program_a10-c29-02,626289800.0
program_a8-c18-03,693528900.0
program_a24-c11-08,455010530.0
program_a1-c28-09,406405250.0
program_a19-c19-08,393263460.0
program_a11-c28-06,419331420.0
program_a9-c19-07,402162100.0
program_a22-c13-06,531628770.0
program_a13-c6-02,597438600.0
program_a21-c25-09,461725900.0
program_a12-c31-01,669915840.0
program_a20-c6-04,700521800.0
program_a19-c31-09,421501800.0
program_a9-c9-07,501681820.0
program_a9-c31-06,418569900.0
program_a5-c32-04,405733900.0
program_a13-c30-05,397650080.0
program_a8-c6-09,578486400.0
program_a17-c5-03,563922600.0
program_a1-c2-02,658190300.0
program_a8-c30-02,616491400.0
program_a24-c30-05,395339870.0
program_a16-c3-01,843469630.0
program_a9-c7-02,554987840.0
program_a20-c8-01,807219300.0
program_a16-c4-08,619183800.0
program_a11-c9-04,526601440.0
program_a19-c2-01,659114500.0
program_a6-c6-02,741190100.0
program_a16-c32-05,378034240.0
program_a19-c5-08,503663740.0
program_a21-c32-05,412484220.0
program_a6-c8-07,547343900.0
program_a7-c7-09,427963260.0
program_a18-c4-03,715747650.0
program_a11-c7-01,580877300.0
program_a17-c15-05,401450560.0
program_a7-c12-03,467069760.0
program_a22-c7-07,584917500.0
program_a3-c27-06,410223740.0
program_a18-c20-08,390444500.0
program_a8-c20-07,445398180.0
program_a18-c27-01,720134340.0
program_a10-c11-06,527049920.0
program_a4-c23-05,477109540.0
program_a14-c24-03,578666500.0
program_a13-c27-09,408033020.0
program_a12-c21-04,559986000.0
program_a2-c26-02,698581060.0
program_a16-c14-01,772944400.0
program_a6-c13-07,498879230.0
program_a3-c4-08,454061440.0
program_a5-c25-08,460353760.0
program_a15-c3-09,488274430.0
program_a5-c22-01,559661900.0
program_a15-c25-07,468796260.0
program_a9-c21-03,491838460.0
program_a1-c17-04,591489300.0
program_a3-c3-01,647514600.0
program_a19-c26-05,415975100.0
program_a11-c10-02,526078300.0
program_a16-c13-08,499901860.0
program_a23-c8-09,399864600.0
program_a22-c25-07,527856000.0
program_a1-c19-01,637599300.0
program_a21-c13-08,408228100.0
program_a12-c28-08,378666270.0
program_a21-c14-01,565719200.0
program_a2-c28-07,373010780.0
program_a14-c2-02,865926200.0
program_a18-c29-04,489766530.0
program_a23-c24-03,410088450.0
program_a2-c5-03,826755260.0
program_a24-c27-09,387266080.0
program_a22-c9-02,757969540.0
program_a3-c29-03,456002400.0
program_a20-c15-05,522654400.0
program_a17-c31-04,411798720.0
program_a18-c8-03,647059000.0
program_a10-c3-06,708192900.0
program_a6-c4-07,612739140.0
program_a19-c9-08,507647780.0
program_a11-c5-04,531948100.0
program_a18-c6-06,600480000.0
program_a7-c2-05,579342850.0
program_a20-c31-04,457466850.0
program_a23-c28-03,417308670.0
program_a2-c9-03,790123000.0
program_a10-c13-03,644878400.0
program_a18-c25-04,583817860.0
program_a8-c22-02,689639900.0
program_a14-c26-06,462971700.0
program_a17-c10-09,393920320.0
program_a7-c10-06,427732830.0
program_a20-c19-05,581386600.0
program_a3-c25-03,520638400.0
program_a22-c5-02,784421600.0
program_a13-c22-05,395624160.0
program_a4-c26-09,383451500.0
program_a15-c27-02,501634600.0
program_a5-c20-04,411326340.0
program_a15-c6-05,474566000.0
program_a11-c12-07,395861060.0
program_a1-c15-01,605427300.0
program_a9-c23-06,395043400.0
program_a22-c29-07,415400580.0
program_a12-c24-08,365771040.0
program_a2-c24-07,388409470.0
program_a12-c23-01,711462850.0
program_a21-c18-01,595379600.0
program_a6-c11-02,701099650.0
program_a16-c16-04,512180000.0
program_a1-c12-08,377429860.0
program_a19-c23-09,389913630.0
program_a16-c18-01,801106370.0
program_a21-c16-04,399450050.0
program_a5-c29-08,428958180.0
program_a3-c8-08,406745200.0
program_a22-c27-02,631246850.0
program_a15-c29-07,420057300.0
program_a23-c4-09,430436770.0
program_a17-c19-05,429018200.0
program_a24-c22-05,448810850.0
program_a14-c28-03,551383800.0
program_a2-c7-06,654801150.0
program_a23-c26-06,419987550.0
program_a20-c10-09,497479870.0
program_a2-c12-06,513280500.0
program_a16-c20-05,504661220.0
program_a6-c27-03,547994600.0
program_a19-c15-08,387151680.0
program_a1-c24-09,380932700.0
program_a5-c16-05,391545700.0
program_a15-c11-03,501961600.0
program_a9-c15-07,394701980.0
program_a19-c12-01,594075650.0
program_a11-c24-06,398032580.0
program_a21-c29-09,431511360.0
program_a12-c12-09,403103170.0
program_a17-c21-01,581511800.0
program_a24-c9-05,642089200.0
program_a7-c26-07,405234750.0
program_a13-c14-04,427309380.0
program_a3-c13-02,545232060.0
program_a4-c10-08,504004030.0
program_a8-c14-03,623248960.0
program_a18-c13-05,551126500.0
program_a12-c2-05,718425860.0
program_a10-c25-02,685223550.0
program_a4-c17-01,824368200.0
program_a14-c10-07,555094340.0
program_a4-c5-04,761226240.0
program_a17-c26-08,417470240.0
program_a4-c19-04,615124000.0
program_a23-c10-07,407234700.0
program_a20-c26-08,403948740.0
program_a20-c21-01,801457300.0
program_a24-c14-04,518813920.0
program_a7-c28-02,473764480.0
program_a13-c4-07,483876220.0
program_a22-c11-03,650152600.0
program_a5-c3-06,516952860.0
program_a16-c29-09,396010880.0
program_a6-c29-06,425060860.0
program_a21-c20-05,396428930.0
program_a5-c30-01,528737180.0
